inventory_id,item_name,category,usage_date,quantity_used,quantity_restocked,ending_stock,reorder_level,day_of_week,month,previous_day_usage,last_week_same_day_usage
1,Nobivac Rabies,Vaccines,27/03/2025,0,0,72,20,Thursday,3,1,0
1,Nobivac Rabies,Vaccines,28/03/2025,0,0,72,20,Friday,3,0,3
1,Nobivac Rabies,Vaccines,29/03/2025,0,0,72,20,Saturday,3,0,0
1,Nobivac Rabies,Vaccines,30/03/2025,0,0,72,20,Sunday,3,0,0
1,Nobivac Rabies,Vaccines,31/03/2025,0,0,72,20,Monday,3,0,0
1,Nobivac Rabies,Vaccines,01/04/2025,0,0,72,20,Tuesday,4,0,7
1,Nobivac Rabies,Vaccines,02/04/2025,0,0,72,20,Wednesday,4,0,1
1,Nobivac Rabies,Vaccines,03/04/2025,0,0,72,20,Thursday,4,0,0
1,Nobivac Rabies,Vaccines,04/04/2025,0,0,72,20,Friday,4,0,0
1,Nobivac Rabies,Vaccines,05/04/2025,0,0,72,20,Saturday,4,0,0
1,Nobivac Rabies,Vaccines,06/04/2025,0,0,72,20,Sunday,4,0,0
1,Nobivac Rabies,Vaccines,07/04/2025,0,0,72,20,Monday,4,0,0
1,Nobivac Rabies,Vaccines,08/04/2025,0,0,72,20,Tuesday,4,0,0
1,Nobivac Rabies,Vaccines,09/04/2025,0,0,72,20,Wednesday,4,0,0
1,Nobivac Rabies,Vaccines,10/04/2025,0,0,72,20,Thursday,4,0,0
1,Nobivac Rabies,Vaccines,11/04/2025,0,0,72,20,Friday,4,0,0
1,Nobivac Rabies,Vaccines,12/04/2025,0,0,72,20,Saturday,4,0,0
1,Nobivac Rabies,Vaccines,13/04/2025,0,0,72,20,Sunday,4,0,0
1,Nobivac Rabies,Vaccines,14/04/2025,0,0,72,20,Monday,4,0,0
1,Nobivac Rabies,Vaccines,15/04/2025,0,0,72,20,Tuesday,4,0,0
1,Nobivac Rabies,Vaccines,16/04/2025,0,0,72,20,Wednesday,4,0,0
1,Nobivac Rabies,Vaccines,17/04/2025,0,0,72,20,Thursday,4,0,0
1,Nobivac Rabies,Vaccines,18/04/2025,0,0,72,20,Friday,4,0,0
1,Nobivac Rabies,Vaccines,19/04/2025,0,0,72,20,Saturday,4,0,0
1,Nobivac Rabies,Vaccines,20/04/2025,0,0,72,20,Sunday,4,0,0
1,Nobivac Rabies,Vaccines,21/04/2025,3,0,69,20,Monday,4,0,0
1,Nobivac Rabies,Vaccines,22/04/2025,0,0,69,20,Tuesday,4,3,0
1,Nobivac Rabies,Vaccines,23/04/2025,0,0,69,20,Wednesday,4,0,0
1,Nobivac Rabies,Vaccines,24/04/2025,0,0,69,20,Thursday,4,0,0
1,Nobivac Rabies,Vaccines,25/04/2025,0,0,69,20,Friday,4,0,0
1,Nobivac Rabies,Vaccines,26/04/2025,0,0,69,20,Saturday,4,0,0
1,Nobivac Rabies,Vaccines,27/04/2025,0,0,69,20,Sunday,4,0,0
1,Nobivac Rabies,Vaccines,28/04/2025,0,0,69,20,Monday,4,0,3
1,Nobivac Rabies,Vaccines,29/04/2025,0,0,69,20,Tuesday,4,0,0
1,Nobivac Rabies,Vaccines,30/04/2025,0,0,69,20,Wednesday,4,0,0
1,Nobivac Rabies,Vaccines,01/05/2025,2,0,67,20,Thursday,5,0,0
1,Nobivac Rabies,Vaccines,02/05/2025,0,0,67,20,Friday,5,2,0
1,Nobivac Rabies,Vaccines,03/05/2025,0,0,67,20,Saturday,5,0,0
1,Nobivac Rabies,Vaccines,04/05/2025,0,0,67,20,Sunday,5,0,0
1,Nobivac Rabies,Vaccines,05/05/2025,0,0,67,20,Monday,5,0,0
1,Nobivac Rabies,Vaccines,06/05/2025,2,0,65,20,Tuesday,5,0,0
1,Nobivac Rabies,Vaccines,07/05/2025,0,0,65,20,Wednesday,5,2,0
1,Nobivac Rabies,Vaccines,08/05/2025,0,0,65,20,Thursday,5,0,2
1,Nobivac Rabies,Vaccines,09/05/2025,0,0,65,20,Friday,5,0,0
1,Nobivac Rabies,Vaccines,10/05/2025,0,0,65,20,Saturday,5,0,0
1,Nobivac Rabies,Vaccines,11/05/2025,0,0,65,20,Sunday,5,0,0
1,Nobivac Rabies,Vaccines,12/05/2025,0,0,65,20,Monday,5,0,0
1,Nobivac Rabies,Vaccines,13/05/2025,2,0,63,20,Tuesday,5,0,2
1,Nobivac Rabies,Vaccines,14/05/2025,0,0,63,20,Wednesday,5,2,0
1,Nobivac Rabies,Vaccines,15/05/2025,0,0,63,20,Thursday,5,0,0
1,Nobivac Rabies,Vaccines,16/05/2025,0,0,63,20,Friday,5,0,0
1,Nobivac Rabies,Vaccines,17/05/2025,3,0,60,20,Saturday,5,0,0
1,Nobivac Rabies,Vaccines,18/05/2025,1,0,59,20,Sunday,5,3,0
1,Nobivac Rabies,Vaccines,19/05/2025,0,0,59,20,Monday,5,1,0
1,Nobivac Rabies,Vaccines,20/05/2025,0,0,59,20,Tuesday,5,0,2
1,Nobivac Rabies,Vaccines,21/05/2025,0,0,59,20,Wednesday,5,0,0
1,Nobivac Rabies,Vaccines,22/05/2025,0,0,59,20,Thursday,5,0,0
1,Nobivac Rabies,Vaccines,23/05/2025,0,0,59,20,Friday,5,0,0
1,Nobivac Rabies,Vaccines,24/05/2025,0,0,59,20,Saturday,5,0,3
1,Nobivac Rabies,Vaccines,25/05/2025,0,0,59,20,Sunday,5,0,1
1,Nobivac Rabies,Vaccines,26/05/2025,4,0,55,20,Monday,5,0,0
1,Nobivac Rabies,Vaccines,27/05/2025,0,0,55,20,Tuesday,5,4,0
1,Nobivac Rabies,Vaccines,28/05/2025,0,0,55,20,Wednesday,5,0,0
1,Nobivac Rabies,Vaccines,29/05/2025,0,0,55,20,Thursday,5,0,0
1,Nobivac Rabies,Vaccines,30/05/2025,0,0,55,20,Friday,5,0,0
1,Nobivac Rabies,Vaccines,31/05/2025,5,0,50,20,Saturday,5,0,0
1,Nobivac Rabies,Vaccines,01/06/2025,0,0,50,20,Sunday,6,5,0
1,Nobivac Rabies,Vaccines,02/06/2025,0,0,50,20,Monday,6,0,4
1,Nobivac Rabies,Vaccines,03/06/2025,0,0,50,20,Tuesday,6,0,0
1,Nobivac Rabies,Vaccines,04/06/2025,0,0,50,20,Wednesday,6,0,0
1,Nobivac Rabies,Vaccines,05/06/2025,0,0,50,20,Thursday,6,0,0
1,Nobivac Rabies,Vaccines,06/06/2025,0,0,50,20,Friday,6,0,0
1,Nobivac Rabies,Vaccines,07/06/2025,4,0,46,20,Saturday,6,0,5
1,Nobivac Rabies,Vaccines,08/06/2025,0,0,46,20,Sunday,6,4,0
1,Nobivac Rabies,Vaccines,09/06/2025,0,0,46,20,Monday,6,0,0
1,Nobivac Rabies,Vaccines,10/06/2025,0,0,46,20,Tuesday,6,0,0
1,Nobivac Rabies,Vaccines,11/06/2025,4,0,42,20,Wednesday,6,0,0
1,Nobivac Rabies,Vaccines,12/06/2025,0,0,42,20,Thursday,6,4,0
1,Nobivac Rabies,Vaccines,13/06/2025,0,0,42,20,Friday,6,0,0
1,Nobivac Rabies,Vaccines,14/06/2025,0,0,42,20,Saturday,6,0,4
1,Nobivac Rabies,Vaccines,15/06/2025,0,0,42,20,Sunday,6,0,0
1,Nobivac Rabies,Vaccines,16/06/2025,0,0,42,20,Monday,6,0,0
1,Nobivac Rabies,Vaccines,17/06/2025,1,0,41,20,Tuesday,6,0,0
1,Nobivac Rabies,Vaccines,18/06/2025,0,0,41,20,Wednesday,6,1,4
1,Nobivac Rabies,Vaccines,19/06/2025,0,0,41,20,Thursday,6,0,0
1,Nobivac Rabies,Vaccines,20/06/2025,0,0,41,20,Friday,6,0,0
1,Nobivac Rabies,Vaccines,21/06/2025,0,0,41,20,Saturday,6,0,0
1,Nobivac Rabies,Vaccines,22/06/2025,0,0,41,20,Sunday,6,0,0
1,Nobivac Rabies,Vaccines,23/06/2025,0,0,41,20,Monday,6,0,0
1,Nobivac Rabies,Vaccines,24/06/2025,0,0,41,20,Tuesday,6,0,1
1,Nobivac Rabies,Vaccines,25/06/2025,0,0,41,20,Wednesday,6,0,0
1,Nobivac Rabies,Vaccines,26/06/2025,7,0,34,20,Thursday,6,0,0
1,Nobivac Rabies,Vaccines,27/06/2025,0,0,34,20,Friday,6,7,0
1,Nobivac Rabies,Vaccines,28/06/2025,0,0,34,20,Saturday,6,0,0
1,Nobivac Rabies,Vaccines,29/06/2025,0,0,34,20,Sunday,6,0,0
1,Nobivac Rabies,Vaccines,30/06/2025,0,0,34,20,Monday,6,0,0
1,Nobivac Rabies,Vaccines,01/07/2025,0,0,34,20,Tuesday,7,0,0
1,Nobivac Rabies,Vaccines,02/07/2025,0,0,34,20,Wednesday,7,0,0
1,Nobivac Rabies,Vaccines,03/07/2025,0,0,34,20,Thursday,7,0,7
1,Nobivac Rabies,Vaccines,04/07/2025,3,0,31,20,Friday,7,0,0
1,Nobivac Rabies,Vaccines,05/07/2025,1,0,30,20,Saturday,7,3,0
1,Nobivac Rabies,Vaccines,06/07/2025,0,0,30,20,Sunday,7,1,0
1,Nobivac Rabies,Vaccines,07/07/2025,0,0,30,20,Monday,7,0,0
1,Nobivac Rabies,Vaccines,08/07/2025,0,0,30,20,Tuesday,7,0,0
1,Nobivac Rabies,Vaccines,09/07/2025,3,0,27,20,Wednesday,7,0,0
1,Nobivac Rabies,Vaccines,10/07/2025,0,0,27,20,Thursday,7,3,0
1,Nobivac Rabies,Vaccines,11/07/2025,1,42,68,20,Friday,7,0,3
1,Nobivac Rabies,Vaccines,12/07/2025,0,0,68,20,Saturday,7,1,1
1,Nobivac Rabies,Vaccines,13/07/2025,0,0,68,20,Sunday,7,0,0
1,Nobivac Rabies,Vaccines,14/07/2025,0,0,68,20,Monday,7,0,0
1,Nobivac Rabies,Vaccines,15/07/2025,0,0,68,20,Tuesday,7,0,0
1,Nobivac Rabies,Vaccines,16/07/2025,0,0,68,20,Wednesday,7,0,3
1,Nobivac Rabies,Vaccines,17/07/2025,0,0,68,20,Thursday,7,0,0
1,Nobivac Rabies,Vaccines,18/07/2025,0,0,68,20,Friday,7,0,1
1,Nobivac Rabies,Vaccines,19/07/2025,0,0,68,20,Saturday,7,0,0
1,Nobivac Rabies,Vaccines,20/07/2025,0,0,68,20,Sunday,7,0,0
1,Nobivac Rabies,Vaccines,21/07/2025,0,0,68,20,Monday,7,0,0
1,Nobivac Rabies,Vaccines,22/07/2025,0,0,68,20,Tuesday,7,0,0
1,Nobivac Rabies,Vaccines,23/07/2025,0,0,68,20,Wednesday,7,0,0
1,Nobivac Rabies,Vaccines,24/07/2025,0,0,68,20,Thursday,7,0,0
1,Nobivac Rabies,Vaccines,25/07/2025,0,0,68,20,Friday,7,0,0
1,Nobivac Rabies,Vaccines,26/07/2025,0,0,68,20,Saturday,7,0,0
1,Nobivac Rabies,Vaccines,27/07/2025,0,0,68,20,Sunday,7,0,0
1,Nobivac Rabies,Vaccines,28/07/2025,0,0,68,20,Monday,7,0,0
1,Nobivac Rabies,Vaccines,29/07/2025,0,0,68,20,Tuesday,7,0,0
1,Nobivac Rabies,Vaccines,30/07/2025,0,0,68,20,Wednesday,7,0,0
1,Nobivac Rabies,Vaccines,31/07/2025,0,0,68,20,Thursday,7,0,0
1,Nobivac Rabies,Vaccines,01/08/2025,0,0,68,20,Friday,8,0,0
1,Nobivac Rabies,Vaccines,02/08/2025,0,0,68,20,Saturday,8,0,0
1,Nobivac Rabies,Vaccines,03/08/2025,0,0,68,20,Sunday,8,0,0
1,Nobivac Rabies,Vaccines,04/08/2025,0,0,68,20,Monday,8,0,0
1,Nobivac Rabies,Vaccines,05/08/2025,0,0,68,20,Tuesday,8,0,0
1,Nobivac Rabies,Vaccines,06/08/2025,0,0,68,20,Wednesday,8,0,0
1,Nobivac Rabies,Vaccines,07/08/2025,0,0,68,20,Thursday,8,0,0
1,Nobivac Rabies,Vaccines,08/08/2025,4,0,64,20,Friday,8,0,0
1,Nobivac Rabies,Vaccines,09/08/2025,0,0,64,20,Saturday,8,4,0
1,Nobivac Rabies,Vaccines,10/08/2025,2,0,62,20,Sunday,8,0,0
1,Nobivac Rabies,Vaccines,11/08/2025,0,0,62,20,Monday,8,2,0
1,Nobivac Rabies,Vaccines,12/08/2025,0,0,62,20,Tuesday,8,0,0
1,Nobivac Rabies,Vaccines,13/08/2025,5,0,57,20,Wednesday,8,0,0
1,Nobivac Rabies,Vaccines,14/08/2025,0,0,57,20,Thursday,8,5,0
1,Nobivac Rabies,Vaccines,15/08/2025,0,0,57,20,Friday,8,0,4
1,Nobivac Rabies,Vaccines,16/08/2025,0,0,57,20,Saturday,8,0,0
1,Nobivac Rabies,Vaccines,17/08/2025,0,0,57,20,Sunday,8,0,2
1,Nobivac Rabies,Vaccines,18/08/2025,0,0,57,20,Monday,8,0,0
1,Nobivac Rabies,Vaccines,19/08/2025,0,0,57,20,Tuesday,8,0,0
1,Nobivac Rabies,Vaccines,20/08/2025,2,0,55,20,Wednesday,8,0,5
1,Nobivac Rabies,Vaccines,21/08/2025,0,0,55,20,Thursday,8,2,0
1,Nobivac Rabies,Vaccines,22/08/2025,0,0,55,20,Friday,8,0,0
1,Nobivac Rabies,Vaccines,23/08/2025,0,0,55,20,Saturday,8,0,0
1,Nobivac Rabies,Vaccines,24/08/2025,0,0,55,20,Sunday,8,0,0
1,Nobivac Rabies,Vaccines,25/08/2025,0,0,55,20,Monday,8,0,0
1,Nobivac Rabies,Vaccines,26/08/2025,0,0,55,20,Tuesday,8,0,0
1,Nobivac Rabies,Vaccines,27/08/2025,3,0,52,20,Wednesday,8,0,2
1,Nobivac Rabies,Vaccines,28/08/2025,0,0,52,20,Thursday,8,3,0
1,Nobivac Rabies,Vaccines,29/08/2025,0,0,52,20,Friday,8,0,0
1,Nobivac Rabies,Vaccines,30/08/2025,0,0,52,20,Saturday,8,0,0
1,Nobivac Rabies,Vaccines,31/08/2025,0,0,52,20,Sunday,8,0,0
1,Nobivac Rabies,Vaccines,01/09/2025,0,0,52,20,Monday,9,0,0
1,Nobivac Rabies,Vaccines,02/09/2025,0,0,52,20,Tuesday,9,0,0
1,Nobivac Rabies,Vaccines,03/09/2025,0,0,52,20,Wednesday,9,0,3
1,Nobivac Rabies,Vaccines,04/09/2025,0,0,52,20,Thursday,9,0,0
1,Nobivac Rabies,Vaccines,05/09/2025,0,0,52,20,Friday,9,0,0
1,Nobivac Rabies,Vaccines,06/09/2025,0,0,52,20,Saturday,9,0,0
1,Nobivac Rabies,Vaccines,07/09/2025,4,0,48,20,Sunday,9,0,0
1,Nobivac Rabies,Vaccines,08/09/2025,0,0,48,20,Monday,9,4,0
1,Nobivac Rabies,Vaccines,09/09/2025,0,0,48,20,Tuesday,9,0,0
1,Nobivac Rabies,Vaccines,10/09/2025,0,0,48,20,Wednesday,9,0,0
1,Nobivac Rabies,Vaccines,11/09/2025,0,0,48,20,Thursday,9,0,0
1,Nobivac Rabies,Vaccines,12/09/2025,0,0,48,20,Friday,9,0,0
1,Nobivac Rabies,Vaccines,13/09/2025,0,0,48,20,Saturday,9,0,0
1,Nobivac Rabies,Vaccines,14/09/2025,0,0,48,20,Sunday,9,0,4
1,Nobivac Rabies,Vaccines,15/09/2025,0,0,48,20,Monday,9,0,0
1,Nobivac Rabies,Vaccines,16/09/2025,0,0,48,20,Tuesday,9,0,0
1,Nobivac Rabies,Vaccines,17/09/2025,2,0,46,20,Wednesday,9,0,0
1,Nobivac Rabies,Vaccines,18/09/2025,0,0,46,20,Thursday,9,2,0
1,Nobivac Rabies,Vaccines,19/09/2025,6,0,40,20,Friday,9,0,0
1,Nobivac Rabies,Vaccines,20/09/2025,0,0,40,20,Saturday,9,6,0
1,Nobivac Rabies,Vaccines,21/09/2025,0,0,40,20,Sunday,9,0,0
1,Nobivac Rabies,Vaccines,22/09/2025,0,0,40,20,Monday,9,0,0
1,Nobivac Rabies,Vaccines,23/09/2025,0,0,40,20,Tuesday,9,0,0
1,Nobivac Rabies,Vaccines,24/09/2025,0,0,40,20,Wednesday,9,0,2
1,Nobivac Rabies,Vaccines,25/09/2025,0,0,40,20,Thursday,9,0,0
1,Nobivac Rabies,Vaccines,26/09/2025,0,0,40,20,Friday,9,0,6
1,Nobivac Rabies,Vaccines,27/09/2025,0,0,40,20,Saturday,9,0,0
1,Nobivac Rabies,Vaccines,28/09/2025,0,0,40,20,Sunday,9,0,0
1,Nobivac Rabies,Vaccines,29/09/2025,0,0,40,20,Monday,9,0,0
1,Nobivac Rabies,Vaccines,30/09/2025,0,0,40,20,Tuesday,9,0,0
1,Nobivac Rabies,Vaccines,01/10/2025,0,0,40,20,Wednesday,10,0,0
1,Nobivac Rabies,Vaccines,02/10/2025,0,0,40,20,Thursday,10,0,0
1,Nobivac Rabies,Vaccines,03/10/2025,0,0,40,20,Friday,10,0,0
1,Nobivac Rabies,Vaccines,04/10/2025,2,0,38,20,Saturday,10,0,0
1,Nobivac Rabies,Vaccines,05/10/2025,0,0,38,20,Sunday,10,2,0
1,Nobivac Rabies,Vaccines,06/10/2025,3,0,35,20,Monday,10,0,0
1,Nobivac Rabies,Vaccines,07/10/2025,2,0,33,20,Tuesday,10,3,0
1,Nobivac Rabies,Vaccines,08/10/2025,0,0,33,20,Wednesday,10,2,0
1,Nobivac Rabies,Vaccines,09/10/2025,0,0,33,20,Thursday,10,0,0
1,Nobivac Rabies,Vaccines,10/10/2025,3,0,30,20,Friday,10,0,0
1,Nobivac Rabies,Vaccines,11/10/2025,0,0,30,20,Saturday,10,3,2
1,Nobivac Rabies,Vaccines,12/10/2025,0,0,30,20,Sunday,10,0,0
1,Nobivac Rabies,Vaccines,13/10/2025,0,0,30,20,Monday,10,0,3
1,Nobivac Rabies,Vaccines,14/10/2025,0,0,30,20,Tuesday,10,0,2
1,Nobivac Rabies,Vaccines,15/10/2025,0,0,30,20,Wednesday,10,0,0
1,Nobivac Rabies,Vaccines,16/10/2025,0,0,30,20,Thursday,10,0,0
1,Nobivac Rabies,Vaccines,17/10/2025,0,0,30,20,Friday,10,0,3
1,Nobivac Rabies,Vaccines,18/10/2025,0,0,30,20,Saturday,10,0,0
1,Nobivac Rabies,Vaccines,19/10/2025,0,0,30,20,Sunday,10,0,0
1,Nobivac Rabies,Vaccines,20/10/2025,0,0,30,20,Monday,10,0,0
1,Nobivac Rabies,Vaccines,21/10/2025,0,0,30,20,Tuesday,10,0,0
1,Nobivac Rabies,Vaccines,22/10/2025,0,0,30,20,Wednesday,10,0,0
1,Nobivac Rabies,Vaccines,23/10/2025,2,0,28,20,Thursday,10,0,0
1,Nobivac Rabies,Vaccines,24/10/2025,0,0,28,20,Friday,10,2,0
1,Nobivac Rabies,Vaccines,25/10/2025,0,0,28,20,Saturday,10,0,0
1,Nobivac Rabies,Vaccines,26/10/2025,0,0,28,20,Sunday,10,0,0
1,Nobivac Rabies,Vaccines,27/10/2025,5,41,64,20,Monday,10,0,0
1,Nobivac Rabies,Vaccines,28/10/2025,0,0,64,20,Tuesday,10,5,0
1,Nobivac Rabies,Vaccines,29/10/2025,0,0,64,20,Wednesday,10,0,0
1,Nobivac Rabies,Vaccines,30/10/2025,0,0,64,20,Thursday,10,0,2
1,Nobivac Rabies,Vaccines,31/10/2025,3,0,61,20,Friday,10,0,0
1,Nobivac Rabies,Vaccines,01/11/2025,2,0,59,20,Saturday,11,3,0
1,Nobivac Rabies,Vaccines,02/11/2025,0,0,59,20,Sunday,11,2,0
1,Nobivac Rabies,Vaccines,03/11/2025,0,0,59,20,Monday,11,0,5
1,Nobivac Rabies,Vaccines,04/11/2025,0,0,59,20,Tuesday,11,0,0
1,Nobivac Rabies,Vaccines,05/11/2025,0,0,59,20,Wednesday,11,0,0
1,Nobivac Rabies,Vaccines,06/11/2025,3,0,56,20,Thursday,11,0,0
1,Nobivac Rabies,Vaccines,07/11/2025,4,0,52,20,Friday,11,3,3
1,Nobivac Rabies,Vaccines,08/11/2025,4,0,48,20,Saturday,11,4,2
1,Nobivac Rabies,Vaccines,09/11/2025,0,0,48,20,Sunday,11,4,0
1,Nobivac Rabies,Vaccines,10/11/2025,0,0,48,20,Monday,11,0,0
1,Nobivac Rabies,Vaccines,11/11/2025,0,0,48,20,Tuesday,11,0,0
