date,service_name,category,quantity,price,revenue
1/15/26,General Laboratory Service,Laboratory,1,800,800
1/15/26,Deworming,Others,1,350,350
1/15/26,Deworming,Others,1,350,350
1/15/26,Tick and Flea Treatment,Others,1,450,450
1/16/26,General Consultation / Check-up,Consultation,1,400,400
1/16/26,Follow-up Consultation,Consultation,1,350,350
1/16/26,General Consultation / Check-up,Consultation,1,400,400
1/16/26,General Consultation / Check-up,Consultation,1,400,400
1/16/26,Follow-up Consultation,Consultation,1,350,350
1/16/26,Follow-up Consultation,Consultation,1,350,350
1/16/26,General Consultation / Check-up,Consultation,1,400,400
1/16/26,Follow-up Consultation,Consultation,1,350,350
1/16/26,General Consultation / Check-up,Consultation,1,400,400
1/16/26,Basic Grooming,Grooming,1,600,600
1/16/26,Full Grooming,Grooming,1,900,900
1/16/26,Full Grooming,Grooming,1,900,900
1/16/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/16/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/16/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/16/26,General Laboratory Service,Laboratory,1,800,800
1/16/26,Blood Test,Laboratory,1,900,900
1/16/26,Deworming,Others,1,350,350
1/17/26,Follow-up Consultation,Consultation,1,350,350
1/17/26,General Consultation / Check-up,Consultation,1,400,400
1/17/26,Follow-up Consultation,Consultation,1,350,350
1/17/26,General Consultation / Check-up,Consultation,1,400,400
1/17/26,General Consultation / Check-up,Consultation,1,400,400
1/17/26,Follow-up Consultation,Consultation,1,350,350
1/17/26,General Consultation / Check-up,Consultation,1,400,400
1/17/26,Basic Grooming,Grooming,1,600,600
1/17/26,Basic Grooming,Grooming,1,600,600
1/17/26,Full Grooming,Grooming,1,900,900
1/17/26,Full Grooming,Grooming,1,900,900
1/17/26,Full Grooming,Grooming,1,900,900
1/17/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/17/26,General Laboratory Service,Laboratory,1,800,800
1/17/26,Tick and Flea Treatment,Others,1,450,450
1/17/26,Tick and Flea Treatment,Others,1,450,450
1/18/26,Follow-up Consultation,Consultation,1,350,350
1/18/26,Follow-up Consultation,Consultation,1,350,350
1/18/26,Follow-up Consultation,Consultation,1,350,350
1/18/26,Follow-up Consultation,Consultation,1,350,350
1/18/26,General Consultation / Check-up,Consultation,1,400,400
1/18/26,Full Grooming,Grooming,1,900,900
1/18/26,Basic Grooming,Grooming,1,600,600
1/18/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/18/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/18/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/18/26,Blood Test,Laboratory,1,900,900
1/18/26,Blood Test,Laboratory,1,900,900
1/18/26,Blood Test,Laboratory,1,900,900
1/18/26,General Laboratory Service,Laboratory,1,800,800
1/18/26,Deworming,Others,1,350,350
1/18/26,Tick and Flea Treatment,Others,1,450,450
1/19/26,Follow-up Consultation,Consultation,1,350,350
1/19/26,General Consultation / Check-up,Consultation,1,400,400
1/19/26,General Consultation / Check-up,Consultation,1,400,400
1/19/26,Follow-up Consultation,Consultation,1,350,350
1/19/26,Follow-up Consultation,Consultation,1,350,350
1/19/26,Full Grooming,Grooming,1,900,900
1/19/26,Full Grooming,Grooming,1,900,900
1/19/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/19/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/19/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/19/26,Blood Test,Laboratory,1,900,900
1/19/26,Blood Test,Laboratory,1,900,900
1/19/26,Blood Test,Laboratory,1,900,900
1/19/26,Tick and Flea Treatment,Others,1,450,450
1/19/26,Deworming,Others,1,350,350
1/19/26,Deworming,Others,1,350,350
1/20/26,Follow-up Consultation,Consultation,1,350,350
1/20/26,General Consultation / Check-up,Consultation,1,400,400
1/20/26,Follow-up Consultation,Consultation,1,350,350
1/20/26,Follow-up Consultation,Consultation,1,350,350
1/20/26,General Consultation / Check-up,Consultation,1,400,400
1/20/26,Follow-up Consultation,Consultation,1,350,350
1/20/26,Follow-up Consultation,Consultation,1,350,350
1/20/26,General Consultation / Check-up,Consultation,1,400,400
1/20/26,Full Grooming,Grooming,1,900,900
1/20/26,Full Grooming,Grooming,1,900,900
1/20/26,Full Grooming,Grooming,1,900,900
1/20/26,Full Grooming,Grooming,1,900,900
1/20/26,Basic Grooming,Grooming,1,600,600
1/20/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/20/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/20/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/20/26,Blood Test,Laboratory,1,900,900
1/20/26,Tick and Flea Treatment,Others,1,450,450
1/20/26,Deworming,Others,1,350,350
1/20/26,Deworming,Others,1,350,350
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,General Consultation / Check-up,Consultation,1,400,400
1/21/26,Follow-up Consultation,Consultation,1,350,350
1/21/26,Full Grooming,Grooming,1,900,900
1/21/26,Full Grooming,Grooming,1,900,900
1/21/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/21/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/21/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/21/26,Blood Test,Laboratory,1,900,900
1/21/26,Blood Test,Laboratory,1,900,900
1/21/26,General Laboratory Service,Laboratory,1,800,800
1/21/26,General Laboratory Service,Laboratory,1,800,800
1/21/26,Deworming,Others,1,350,350
1/21/26,Deworming,Others,1,350,350
1/21/26,Tick and Flea Treatment,Others,1,450,450
1/22/26,General Consultation / Check-up,Consultation,1,400,400
1/22/26,Follow-up Consultation,Consultation,1,350,350
1/22/26,General Consultation / Check-up,Consultation,1,400,400
1/22/26,General Consultation / Check-up,Consultation,1,400,400
1/22/26,General Consultation / Check-up,Consultation,1,400,400
1/22/26,Follow-up Consultation,Consultation,1,350,350
1/22/26,Full Grooming,Grooming,1,900,900
1/22/26,Full Grooming,Grooming,1,900,900
1/22/26,Full Grooming,Grooming,1,900,900
1/22/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/22/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/22/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/22/26,General Laboratory Service,Laboratory,1,800,800
1/22/26,Blood Test,Laboratory,1,900,900
1/22/26,Blood Test,Laboratory,1,900,900
1/22/26,Blood Test,Laboratory,1,900,900
1/22/26,Tick and Flea Treatment,Others,1,450,450
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,General Consultation / Check-up,Consultation,1,400,400
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,General Consultation / Check-up,Consultation,1,400,400
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,General Consultation / Check-up,Consultation,1,400,400
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,Follow-up Consultation,Consultation,1,350,350
1/23/26,Basic Grooming,Grooming,1,600,600
1/23/26,Basic Grooming,Grooming,1,600,600
1/23/26,Basic Grooming,Grooming,1,600,600
1/23/26,Basic Grooming,Grooming,1,600,600
1/23/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/23/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/23/26,General Laboratory Service,Laboratory,1,800,800
1/23/26,Blood Test,Laboratory,1,900,900
1/23/26,Tick and Flea Treatment,Others,1,450,450
1/23/26,Tick and Flea Treatment,Others,1,450,450
1/24/26,General Consultation / Check-up,Consultation,1,400,400
1/24/26,General Consultation / Check-up,Consultation,1,400,400
1/24/26,Follow-up Consultation,Consultation,1,350,350
1/24/26,Follow-up Consultation,Consultation,1,350,350
1/24/26,General Consultation / Check-up,Consultation,1,400,400
1/24/26,Follow-up Consultation,Consultation,1,350,350
1/24/26,Follow-up Consultation,Consultation,1,350,350
1/24/26,General Consultation / Check-up,Consultation,1,400,400
1/24/26,Full Grooming,Grooming,1,900,900
1/24/26,Full Grooming,Grooming,1,900,900
1/24/26,Full Grooming,Grooming,1,900,900
1/24/26,Basic Grooming,Grooming,1,600,600
1/24/26,Anti-Rabies Vaccine,Vaccination,1,500,500
1/24/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/24/26,Blood Test,Laboratory,1,900,900
1/24/26,General Laboratory Service,Laboratory,1,800,800
1/24/26,Blood Test,Laboratory,1,900,900
1/24/26,Blood Test,Laboratory,1,900,900
1/24/26,Tick and Flea Treatment,Others,1,450,450
1/24/26,Deworming,Others,1,350,350
1/24/26,Tick and Flea Treatment,Others,1,450,450
1/25/26,General Consultation / Check-up,Consultation,1,400,400
1/25/26,Follow-up Consultation,Consultation,1,350,350
1/25/26,General Consultation / Check-up,Consultation,1,400,400
1/25/26,General Consultation / Check-up,Consultation,1,400,400
1/25/26,Follow-up Consultation,Consultation,1,350,350
1/25/26,General Consultation / Check-up,Consultation,1,400,400
1/25/26,Basic Grooming,Grooming,1,600,600
1/25/26,Basic Grooming,Grooming,1,600,600
1/25/26,Full Grooming,Grooming,1,900,900
1/25/26,Full Grooming,Grooming,1,900,900
1/25/26,Full Grooming,Grooming,1,900,900
1/25/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/25/26,Blood Test,Laboratory,1,900,900
1/25/26,Blood Test,Laboratory,1,900,900
1/25/26,Blood Test,Laboratory,1,900,900
1/25/26,Tick and Flea Treatment,Others,1,450,450
1/25/26,Deworming,Others,1,350,350
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,Follow-up Consultation,Consultation,1,350,350
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,General Consultation / Check-up,Consultation,1,400,400
1/26/26,Basic Grooming,Grooming,1,600,600
1/26/26,Basic Grooming,Grooming,1,600,600
1/26/26,Basic Grooming,Grooming,1,600,600
1/26/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/26/26,General Laboratory Service,Laboratory,1,800,800
1/26/26,Tick and Flea Treatment,Others,1,450,450
1/26/26,Tick and Flea Treatment,Others,1,450,450
1/27/26,General Consultation / Check-up,Consultation,1,400,400
1/27/26,General Consultation / Check-up,Consultation,1,400,400
1/27/26,Follow-up Consultation,Consultation,1,350,350
1/27/26,General Consultation / Check-up,Consultation,1,400,400
1/27/26,General Consultation / Check-up,Consultation,1,400,400
1/27/26,Follow-up Consultation,Consultation,1,350,350
1/27/26,Full Grooming,Grooming,1,900,900
1/27/26,Basic Grooming,Grooming,1,600,600
1/27/26,Basic Grooming,Grooming,1,600,600
1/27/26,Basic Grooming,Grooming,1,600,600
1/27/26,Basic Grooming,Grooming,1,600,600
1/27/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/27/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/27/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/27/26,General Laboratory Service,Laboratory,1,800,800
1/27/26,Tick and Flea Treatment,Others,1,450,450
1/27/26,Tick and Flea Treatment,Others,1,450,450
1/28/26,Follow-up Consultation,Consultation,1,350,350
1/28/26,General Consultation / Check-up,Consultation,1,400,400
1/28/26,Follow-up Consultation,Consultation,1,350,350
1/28/26,Follow-up Consultation,Consultation,1,350,350
1/28/26,General Consultation / Check-up,Consultation,1,400,400
1/28/26,Full Grooming,Grooming,1,900,900
1/28/26,Full Grooming,Grooming,1,900,900
1/28/26,Basic Grooming,Grooming,1,600,600
1/28/26,Full Grooming,Grooming,1,900,900
1/28/26,Basic Grooming,Grooming,1,600,600
1/28/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/28/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/28/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/28/26,Blood Test,Laboratory,1,900,900
1/28/26,Blood Test,Laboratory,1,900,900
1/28/26,Blood Test,Laboratory,1,900,900
1/28/26,Blood Test,Laboratory,1,900,900
1/28/26,Deworming,Others,1,350,350
1/29/26,Follow-up Consultation,Consultation,1,350,350
1/29/26,General Consultation / Check-up,Consultation,1,400,400
1/29/26,Follow-up Consultation,Consultation,1,350,350
1/29/26,Follow-up Consultation,Consultation,1,350,350
1/29/26,Follow-up Consultation,Consultation,1,350,350
1/29/26,General Consultation / Check-up,Consultation,1,400,400
1/29/26,Follow-up Consultation,Consultation,1,350,350
1/29/26,Basic Grooming,Grooming,1,600,600
1/29/26,Full Grooming,Grooming,1,900,900
1/29/26,Basic Grooming,Grooming,1,600,600
1/29/26,Full Grooming,Grooming,1,900,900
1/29/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/29/26,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/29/26,General Laboratory Service,Laboratory,1,800,800
1/29/26,General Laboratory Service,Laboratory,1,800,800
1/29/26,General Laboratory Service,Laboratory,1,800,800
1/29/26,Tick and Flea Treatment,Others,1,450,450
1/30/26,General Consultation / Check-up,Consultation,1,400,400
1/30/26,Follow-up Consultation,Consultation,1,350,350
1/30/26,Follow-up Consultation,Consultation,1,350,350
1/30/26,Follow-up Consultation,Consultation,1,350,350
1/30/26,General Consultation / Check-up,Consultation,1,400,400
1/30/26,General Consultation / Check-up,Consultation,1,400,400
1/30/26,Follow-up Consultation,Consultation,1,350,350
1/30/26,General Consultation / Check-up,Consultation,1,400,400
1/30/26,Basic Grooming,Grooming,1,600,600
1/30/26,Full Grooming,Grooming,1,900,900
1/30/26,Full Grooming,Grooming,1,900,900
1/30/26,Full Grooming,Grooming,1,900,900
1/30/26,Full Grooming,Grooming,1,900,900
1/30/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/30/26,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/30/26,Blood Test,Laboratory,1,900,900
1/30/26,Blood Test,Laboratory,1,900,900
1/30/26,Blood Test,Laboratory,1,900,900
1/30/26,Tick and Flea Treatment,Others,1,450,450
1/30/26,Deworming,Others,1,350,350
