date,service_name,category,quantity,price,revenue
1/24/25,Full Grooming,Grooming,1,900,900
1/24/25,Tick and Flea Prevention,Preventive Care,1,400,400
1/24/25,Tick and Flea Prevention,Preventive Care,1,400,400
1/24/25,Full Grooming,Grooming,1,900,900
1/25/25,General Consultation / Check-up,Consultation,1,400,400
1/25/25,Basic Grooming,Grooming,1,600,600
1/25/25,General Consultation / Check-up,Consultation,1,400,400
1/25/25,Deworming,Preventive Care,1,350,350
1/26/25,General Consultation / Check-up,Consultation,1,400,400
1/26/25,Follow-up Consultation,Consultation,1,350,350
1/26/25,Basic Grooming,Grooming,1,600,600
1/26/25,General Consultation / Check-up,Consultation,1,400,400
1/26/25,Tick and Flea Treatment,Preventive Care,1,450,450
1/26/25,Follow-up Consultation,Consultation,1,350,350
1/27/25,Deworming,Preventive Care,1,350,350
1/27/25,General Consultation / Check-up,Consultation,1,400,400
1/27/25,Tick and Flea Treatment,Preventive Care,1,450,450
1/27/25,Deworming,Preventive Care,1,350,350
1/27/25,Anti-Rabies Vaccine,Vaccination,1,500,500
1/27/25,Anti-Rabies Vaccine,Vaccination,1,500,500
1/27/25,Basic Grooming,Grooming,1,600,600
1/28/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
1/28/25,General Laboratory Service,Laboratory,1,800,800
1/28/25,General Laboratory Service,Laboratory,1,800,800
1/28/25,Basic Grooming,Grooming,1,600,600
1/29/25,Full Grooming,Grooming,1,900,900
1/29/25,Basic Grooming,Grooming,1,600,600
1/29/25,General Consultation / Check-up,Consultation,1,400,400
1/30/25,Basic Grooming,Grooming,1,600,600
1/30/25,Follow-up Consultation,Consultation,1,350,350
1/30/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
1/30/25,General Consultation / Check-up,Consultation,1,400,400
1/30/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/30/25,Full Grooming,Grooming,1,900,900
1/31/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
1/31/25,General Laboratory Service,Laboratory,1,800,800
1/31/25,Full Grooming,Grooming,1,900,900
1/31/25,Follow-up Consultation,Consultation,1,350,350
1/31/25,Follow-up Consultation,Consultation,1,350,350
2/01/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/01/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/01/25,Follow-up Consultation,Consultation,1,350,350
2/01/25,General Consultation / Check-up,Consultation,1,400,400
2/01/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/01/25,General Laboratory Service,Laboratory,1,800,800
2/02/25,Full Grooming,Grooming,1,900,900
2/02/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/02/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/02/25,Deworming,Preventive Care,1,350,350
2/02/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/02/25,Deworming,Preventive Care,1,350,350
2/02/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/02/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/03/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/03/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/03/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/03/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/03/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/04/25,Deworming,Preventive Care,1,350,350
2/04/25,Basic Grooming,Grooming,1,600,600
2/04/25,Deworming,Preventive Care,1,350,350
2/04/25,Basic Grooming,Grooming,1,600,600
2/04/25,General Consultation / Check-up,Consultation,1,400,400
2/04/25,General Laboratory Service,Laboratory,1,800,800
2/04/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/05/25,General Consultation / Check-up,Consultation,1,400,400
2/05/25,Basic Grooming,Grooming,1,600,600
2/05/25,Basic Grooming,Grooming,1,600,600
2/05/25,Follow-up Consultation,Consultation,1,350,350
2/05/25,General Consultation / Check-up,Consultation,1,400,400
2/05/25,General Laboratory Service,Laboratory,1,800,800
2/06/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/06/25,General Laboratory Service,Laboratory,1,800,800
2/06/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/06/25,Full Grooming,Grooming,1,900,900
2/06/25,Full Grooming,Grooming,1,900,900
2/06/25,Full Grooming,Grooming,1,900,900
2/07/25,Follow-up Consultation,Consultation,1,350,350
2/07/25,Full Grooming,Grooming,1,900,900
2/07/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/07/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/07/25,Follow-up Consultation,Consultation,1,350,350
2/07/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/08/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/08/25,Deworming,Preventive Care,1,350,350
2/08/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/08/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/08/25,Follow-up Consultation,Consultation,1,350,350
2/09/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/09/25,Follow-up Consultation,Consultation,1,350,350
2/09/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/09/25,Follow-up Consultation,Consultation,1,350,350
2/09/25,Full Grooming,Grooming,1,900,900
2/09/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/09/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/10/25,Follow-up Consultation,Consultation,1,350,350
2/10/25,Follow-up Consultation,Consultation,1,350,350
2/10/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/10/25,Full Grooming,Grooming,1,900,900
2/11/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/11/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/11/25,Follow-up Consultation,Consultation,1,350,350
2/11/25,Follow-up Consultation,Consultation,1,350,350
2/12/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/12/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/12/25,Follow-up Consultation,Consultation,1,350,350
2/13/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/13/25,General Laboratory Service,Laboratory,1,800,800
2/13/25,General Consultation / Check-up,Consultation,1,400,400
2/13/25,Basic Grooming,Grooming,1,600,600
2/13/25,Basic Grooming,Grooming,1,600,600
2/14/25,Deworming,Preventive Care,1,350,350
2/14/25,General Consultation / Check-up,Consultation,1,400,400
2/14/25,Deworming,Preventive Care,1,350,350
2/14/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/15/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/15/25,Deworming,Preventive Care,1,350,350
2/15/25,General Laboratory Service,Laboratory,1,800,800
2/15/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/15/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/15/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/16/25,Basic Grooming,Grooming,1,600,600
2/16/25,Follow-up Consultation,Consultation,1,350,350
2/16/25,Basic Grooming,Grooming,1,600,600
2/16/25,Basic Grooming,Grooming,1,600,600
2/17/25,Deworming,Preventive Care,1,350,350
2/17/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/17/25,Follow-up Consultation,Consultation,1,350,350
2/17/25,Basic Grooming,Grooming,1,600,600
2/17/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/18/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/18/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/18/25,Full Grooming,Grooming,1,900,900
2/18/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/18/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/18/25,Basic Grooming,Grooming,1,600,600
2/19/25,Follow-up Consultation,Consultation,1,350,350
2/19/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/19/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/19/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/19/25,General Consultation / Check-up,Consultation,1,400,400
2/20/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/20/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/20/25,General Laboratory Service,Laboratory,1,800,800
2/20/25,Follow-up Consultation,Consultation,1,350,350
2/20/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/21/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/21/25,General Consultation / Check-up,Consultation,1,400,400
2/21/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/21/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/21/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/21/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/22/25,Follow-up Consultation,Consultation,1,350,350
2/22/25,General Consultation / Check-up,Consultation,1,400,400
2/22/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/22/25,Follow-up Consultation,Consultation,1,350,350
2/22/25,Follow-up Consultation,Consultation,1,350,350
2/22/25,General Laboratory Service,Laboratory,1,800,800
2/23/25,General Consultation / Check-up,Consultation,1,400,400
2/23/25,Deworming,Preventive Care,1,350,350
2/23/25,General Consultation / Check-up,Consultation,1,400,400
2/23/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/23/25,General Laboratory Service,Laboratory,1,800,800
2/23/25,General Consultation / Check-up,Consultation,1,400,400
2/24/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
2/24/25,General Consultation / Check-up,Consultation,1,400,400
2/24/25,Follow-up Consultation,Consultation,1,350,350
2/24/25,General Consultation / Check-up,Consultation,1,400,400
2/24/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/24/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/24/25,General Consultation / Check-up,Consultation,1,400,400
2/25/25,General Consultation / Check-up,Consultation,1,400,400
2/25/25,Follow-up Consultation,Consultation,1,350,350
2/25/25,Tick and Flea Prevention,Preventive Care,1,400,400
2/25/25,Follow-up Consultation,Consultation,1,350,350
2/25/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/25/25,Follow-up Consultation,Consultation,1,350,350
2/25/25,Anti-Rabies Vaccine,Vaccination,1,500,500
2/26/25,General Consultation / Check-up,Consultation,1,400,400
2/26/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/26/25,Deworming,Preventive Care,1,350,350
2/26/25,General Consultation / Check-up,Consultation,1,400,400
2/26/25,Follow-up Consultation,Consultation,1,350,350
2/26/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
2/26/25,General Consultation / Check-up,Consultation,1,400,400
2/27/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/27/25,General Consultation / Check-up,Consultation,1,400,400
2/27/25,General Laboratory Service,Laboratory,1,800,800
2/27/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
2/27/25,Tick and Flea Treatment,Preventive Care,1,450,450
2/28/25,Full Grooming,Grooming,1,900,900
2/28/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/01/25,General Laboratory Service,Laboratory,1,800,800
3/01/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/01/25,Follow-up Consultation,Consultation,1,350,350
3/01/25,Full Grooming,Grooming,1,900,900
3/01/25,General Consultation / Check-up,Consultation,1,400,400
3/01/25,General Laboratory Service,Laboratory,1,800,800
3/01/25,General Laboratory Service,Laboratory,1,800,800
3/02/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/02/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/03/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/03/25,General Laboratory Service,Laboratory,1,800,800
3/03/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/03/25,Anti-Rabies Vaccine,Vaccination,1,500,500
3/03/25,Full Grooming,Grooming,1,900,900
3/04/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/04/25,Basic Grooming,Grooming,1,600,600
3/04/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/04/25,Anti-Rabies Vaccine,Vaccination,1,500,500
3/04/25,General Laboratory Service,Laboratory,1,800,800
3/04/25,Basic Grooming,Grooming,1,600,600
3/04/25,Full Grooming,Grooming,1,900,900
3/05/25,Full Grooming,Grooming,1,900,900
3/05/25,Basic Grooming,Grooming,1,600,600
3/05/25,General Consultation / Check-up,Consultation,1,400,400
3/06/25,Basic Grooming,Grooming,1,600,600
3/06/25,General Consultation / Check-up,Consultation,1,400,400
3/06/25,Full Grooming,Grooming,1,900,900
3/06/25,Full Grooming,Grooming,1,900,900
3/06/25,General Consultation / Check-up,Consultation,1,400,400
3/06/25,Deworming,Preventive Care,1,350,350
3/07/25,Full Grooming,Grooming,1,900,900
3/07/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/07/25,General Laboratory Service,Laboratory,1,800,800
3/07/25,Deworming,Preventive Care,1,350,350
3/07/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/08/25,General Consultation / Check-up,Consultation,1,400,400
3/08/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/08/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/08/25,Full Grooming,Grooming,1,900,900
3/08/25,Full Grooming,Grooming,1,900,900
3/08/25,Full Grooming,Grooming,1,900,900
3/08/25,Full Grooming,Grooming,1,900,900
3/08/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/09/25,Basic Grooming,Grooming,1,600,600
3/09/25,Basic Grooming,Grooming,1,600,600
3/09/25,Full Grooming,Grooming,1,900,900
3/09/25,Follow-up Consultation,Consultation,1,350,350
3/09/25,Full Grooming,Grooming,1,900,900
3/09/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/09/25,Basic Grooming,Grooming,1,600,600
3/09/25,Deworming,Preventive Care,1,350,350
3/10/25,Basic Grooming,Grooming,1,600,600
3/10/25,Full Grooming,Grooming,1,900,900
3/10/25,Follow-up Consultation,Consultation,1,350,350
3/10/25,General Consultation / Check-up,Consultation,1,400,400
3/10/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/11/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/11/25,Full Grooming,Grooming,1,900,900
3/11/25,Full Grooming,Grooming,1,900,900
3/12/25,Full Grooming,Grooming,1,900,900
3/12/25,Basic Grooming,Grooming,1,600,600
3/12/25,Basic Grooming,Grooming,1,600,600
3/12/25,Full Grooming,Grooming,1,900,900
3/12/25,General Laboratory Service,Laboratory,1,800,800
3/12/25,Deworming,Preventive Care,1,350,350
3/13/25,Basic Grooming,Grooming,1,600,600
3/13/25,General Consultation / Check-up,Consultation,1,400,400
3/13/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/13/25,Deworming,Preventive Care,1,350,350
3/14/25,Basic Grooming,Grooming,1,600,600
3/14/25,General Consultation / Check-up,Consultation,1,400,400
3/14/25,Full Grooming,Grooming,1,900,900
3/14/25,Basic Grooming,Grooming,1,600,600
3/14/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/14/25,Follow-up Consultation,Consultation,1,350,350
3/14/25,Full Grooming,Grooming,1,900,900
3/14/25,Anti-Rabies Vaccine,Vaccination,1,500,500
3/15/25,Basic Grooming,Grooming,1,600,600
3/15/25,Follow-up Consultation,Consultation,1,350,350
3/15/25,General Laboratory Service,Laboratory,1,800,800
3/15/25,Full Grooming,Grooming,1,900,900
3/15/25,Full Grooming,Grooming,1,900,900
3/15/25,Basic Grooming,Grooming,1,600,600
3/15/25,General Laboratory Service,Laboratory,1,800,800
3/15/25,Follow-up Consultation,Consultation,1,350,350
3/16/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/16/25,Follow-up Consultation,Consultation,1,350,350
3/16/25,Anti-Rabies Vaccine,Vaccination,1,500,500
3/16/25,General Laboratory Service,Laboratory,1,800,800
3/16/25,Full Grooming,Grooming,1,900,900
3/16/25,Basic Grooming,Grooming,1,600,600
3/16/25,Full Grooming,Grooming,1,900,900
3/16/25,General Consultation / Check-up,Consultation,1,400,400
3/17/25,Basic Grooming,Grooming,1,600,600
3/17/25,Basic Grooming,Grooming,1,600,600
3/17/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/17/25,Follow-up Consultation,Consultation,1,350,350
3/17/25,Basic Grooming,Grooming,1,600,600
3/17/25,General Laboratory Service,Laboratory,1,800,800
3/17/25,Basic Grooming,Grooming,1,600,600
3/17/25,Follow-up Consultation,Consultation,1,350,350
3/18/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
3/18/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/18/25,General Laboratory Service,Laboratory,1,800,800
3/18/25,Full Grooming,Grooming,1,900,900
3/18/25,Full Grooming,Grooming,1,900,900
3/18/25,General Laboratory Service,Laboratory,1,800,800
3/18/25,Basic Grooming,Grooming,1,600,600
3/18/25,Full Grooming,Grooming,1,900,900
3/19/25,Basic Grooming,Grooming,1,600,600
3/19/25,Anti-Rabies Vaccine,Vaccination,1,500,500
3/19/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/19/25,Full Grooming,Grooming,1,900,900
3/19/25,Full Grooming,Grooming,1,900,900
3/19/25,General Consultation / Check-up,Consultation,1,400,400
3/19/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/19/25,Full Grooming,Grooming,1,900,900
3/20/25,Follow-up Consultation,Consultation,1,350,350
3/20/25,General Laboratory Service,Laboratory,1,800,800
3/20/25,Basic Grooming,Grooming,1,600,600
3/20/25,General Consultation / Check-up,Consultation,1,400,400
3/20/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/20/25,General Consultation / Check-up,Consultation,1,400,400
3/20/25,Basic Grooming,Grooming,1,600,600
3/20/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/21/25,Basic Grooming,Grooming,1,600,600
3/21/25,Basic Grooming,Grooming,1,600,600
3/21/25,Full Grooming,Grooming,1,900,900
3/21/25,General Laboratory Service,Laboratory,1,800,800
3/21/25,Follow-up Consultation,Consultation,1,350,350
3/21/25,Follow-up Consultation,Consultation,1,350,350
3/21/25,General Laboratory Service,Laboratory,1,800,800
3/21/25,Follow-up Consultation,Consultation,1,350,350
3/22/25,Basic Grooming,Grooming,1,600,600
3/22/25,Deworming,Preventive Care,1,350,350
3/22/25,General Laboratory Service,Laboratory,1,800,800
3/22/25,General Consultation / Check-up,Consultation,1,400,400
3/22/25,Basic Grooming,Grooming,1,600,600
3/22/25,Follow-up Consultation,Consultation,1,350,350
3/22/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
3/22/25,Basic Grooming,Grooming,1,600,600
3/23/25,Basic Grooming,Grooming,1,600,600
3/23/25,Basic Grooming,Grooming,1,600,600
3/23/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
3/23/25,Basic Grooming,Grooming,1,600,600
3/23/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
3/24/25,Basic Grooming,Grooming,1,600,600
3/24/25,Basic Grooming,Grooming,1,600,600
3/24/25,Follow-up Consultation,Consultation,1,350,350
3/24/25,Basic Grooming,Grooming,1,600,600
3/24/25,Basic Grooming,Grooming,1,600,600
3/25/25,Follow-up Consultation,Consultation,1,350,350
3/25/25,Basic Grooming,Grooming,1,600,600
3/25/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/25/25,Basic Grooming,Grooming,1,600,600
3/25/25,Deworming,Preventive Care,1,350,350
3/26/25,Deworming,Preventive Care,1,350,350
3/26/25,Follow-up Consultation,Consultation,1,350,350
3/26/25,Full Grooming,Grooming,1,900,900
3/27/25,General Laboratory Service,Laboratory,1,800,800
3/27/25,Full Grooming,Grooming,1,900,900
3/27/25,Basic Grooming,Grooming,1,600,600
3/27/25,Follow-up Consultation,Consultation,1,350,350
3/28/25,Full Grooming,Grooming,1,900,900
3/28/25,Full Grooming,Grooming,1,900,900
3/28/25,General Consultation / Check-up,Consultation,1,400,400
3/28/25,Basic Grooming,Grooming,1,600,600
3/28/25,Deworming,Preventive Care,1,350,350
3/28/25,Tick and Flea Treatment,Preventive Care,1,450,450
3/28/25,Tick and Flea Prevention,Preventive Care,1,400,400
3/29/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/29/25,Deworming,Preventive Care,1,350,350
3/29/25,Full Grooming,Grooming,1,900,900
3/29/25,General Consultation / Check-up,Consultation,1,400,400
3/29/25,General Consultation / Check-up,Consultation,1,400,400
3/30/25,Full Grooming,Grooming,1,900,900
3/30/25,Full Grooming,Grooming,1,900,900
3/30/25,4 in 1 Vaccine (Cats),Vaccination,1,950,950
3/30/25,Basic Grooming,Grooming,1,600,600
3/30/25,General Laboratory Service,Laboratory,1,800,800
3/30/25,5 in 1 Vaccine (Dogs),Vaccination,1,1000,1000
3/30/25,Follow-up Consultation,Consultation,1,350,350
3/31/25,6 in 1 Vaccine (Dogs),Vaccination,1,1100,1100
3/31/25,Follow-up Consultation,Consultation,1,350,350
3/31/25,Full Grooming,Grooming,1,900,900
3/31/25,Basic Grooming,Grooming,1,600,600
3/31/25,Full Grooming,Grooming,1,900,900
4/01/25,Full Grooming,Grooming,1,900,900
4/01/25,General Laboratory Service,Laboratory,1,800,800
4/01/25,General Consultation / Check-up,Consultation,1,400,400
4/01/25,Full Grooming,Grooming,1,900,900
4/02/25,Basic Grooming,Grooming,1,600,600
