date,service_name,category,quantity,price,revenue
2023-01-24,General Check-up,Consultation,2,400,800
2023-01-24,Full Grooming,Grooming,1,800,800
2023-01-24,Deworming,Vaccination,1,850,850
2023-01-24,Tick and Flea Treatment,Preventive Care,2,450,900
2023-01-25,Follow-up Consultation,Consultation,2,500,1000
2023-01-25,Basic Grooming,Grooming,1,850,850
2023-01-25,Anti-Rabies,Vaccination,2,800,1600
2023-01-25,Heartworm Prevention,Preventive Care,1,350,350
2023-01-26,General Check-up,Consultation,2,350,700
2023-01-26,Basic Grooming,Grooming,1,850,850
2023-01-26,5-in-1 Vaccine,Vaccination,2,800,1600
2023-01-26,Blood Test,Laboratory,1,850,850
2023-01-26,Tick and Flea Treatment,Preventive Care,2,400,800
2023-01-27,General Check-up,Consultation,2,350,700
2023-01-27,Basic Grooming,Grooming,1,750,750
2023-01-27,Anti-Rabies,Vaccination,1,950,950
2023-01-27,Heartworm Prevention,Preventive Care,2,500,1000
2023-01-28,Follow-up Consultation,Consultation,2,350,700
2023-01-28,Basic Grooming,Grooming,2,750,1500
2023-01-28,Anti-Rabies,Vaccination,2,850,1700
2023-01-28,Blood Test,Laboratory,1,900,900
2023-01-28,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-01-29,Follow-up Consultation,Consultation,2,500,1000
2023-01-29,Basic Grooming,Grooming,2,800,1600
2023-01-29,5-in-1 Vaccine,Vaccination,2,950,1900
2023-01-29,General Lab,Laboratory,1,750,750
2023-01-29,Heartworm Prevention,Preventive Care,2,350,700
2023-01-30,Follow-up Consultation,Consultation,1,500,500
2023-01-30,Basic Grooming,Grooming,1,700,700
2023-01-30,Anti-Rabies,Vaccination,1,800,800
2023-01-30,Heartworm Prevention,Preventive Care,1,500,500
2023-01-31,Follow-up Consultation,Consultation,2,450,900
2023-01-31,Basic Grooming,Grooming,1,800,800
2023-01-31,Deworming,Vaccination,1,950,950
2023-01-31,Tick and Flea Treatment,Preventive Care,2,450,900
2023-02-01,Follow-up Consultation,Consultation,2,400,800
2023-02-01,Full Grooming,Grooming,1,850,850
2023-02-01,5-in-1 Vaccine,Vaccination,2,900,1800
2023-02-01,General Lab,Laboratory,1,900,900
2023-02-01,Heartworm Prevention,Preventive Care,2,450,900
2023-02-02,General Check-up,Consultation,2,450,900
2023-02-02,Basic Grooming,Grooming,1,800,800
2023-02-02,5-in-1 Vaccine,Vaccination,1,850,850
2023-02-02,Heartworm Prevention,Preventive Care,2,500,1000
2023-02-03,Follow-up Consultation,Consultation,2,450,900
2023-02-03,Full Grooming,Grooming,1,800,800
2023-02-03,5-in-1 Vaccine,Vaccination,2,900,1800
2023-02-03,General Lab,Laboratory,1,750,750
2023-02-03,Tick and Flea Treatment,Preventive Care,2,400,800
2023-02-04,General Check-up,Consultation,3,350,1050
2023-02-04,Basic Grooming,Grooming,2,750,1500
2023-02-04,Deworming,Vaccination,2,900,1800
2023-02-04,Blood Test,Laboratory,1,900,900
2023-02-04,Heartworm Prevention,Preventive Care,3,500,1500
2023-02-05,Follow-up Consultation,Consultation,3,500,1500
2023-02-05,Basic Grooming,Grooming,2,750,1500
2023-02-05,5-in-1 Vaccine,Vaccination,2,850,1700
2023-02-05,Blood Test,Laboratory,1,850,850
2023-02-05,Tick and Flea Treatment,Preventive Care,3,450,1350
2023-02-06,General Check-up,Consultation,2,350,700
2023-02-06,Basic Grooming,Grooming,1,850,850
2023-02-06,5-in-1 Vaccine,Vaccination,1,800,800
2023-02-06,Heartworm Prevention,Preventive Care,2,350,700
2023-02-07,Follow-up Consultation,Consultation,2,450,900
2023-02-07,Full Grooming,Grooming,1,750,750
2023-02-07,Anti-Rabies,Vaccination,1,950,950
2023-02-07,General Lab,Laboratory,1,850,850
2023-02-07,Tick and Flea Treatment,Preventive Care,1,450,450
2023-02-08,General Check-up,Consultation,2,450,900
2023-02-08,Basic Grooming,Grooming,1,750,750
2023-02-08,Deworming,Vaccination,2,800,1600
2023-02-08,Blood Test,Laboratory,1,900,900
2023-02-08,Heartworm Prevention,Preventive Care,2,400,800
2023-02-09,Follow-up Consultation,Consultation,2,350,700
2023-02-09,Full Grooming,Grooming,1,700,700
2023-02-09,5-in-1 Vaccine,Vaccination,2,950,1900
2023-02-09,Tick and Flea Treatment,Preventive Care,2,450,900
2023-02-10,General Check-up,Consultation,1,450,450
2023-02-10,Basic Grooming,Grooming,1,800,800
2023-02-10,Deworming,Vaccination,1,850,850
2023-02-10,Tick and Flea Treatment,Preventive Care,2,400,800
2023-02-11,Follow-up Consultation,Consultation,3,350,1050
2023-02-11,Full Grooming,Grooming,2,700,1400
2023-02-11,5-in-1 Vaccine,Vaccination,2,800,1600
2023-02-11,Heartworm Prevention,Preventive Care,3,450,1350
2023-02-12,General Check-up,Consultation,3,400,1200
2023-02-12,Basic Grooming,Grooming,2,750,1500
2023-02-12,5-in-1 Vaccine,Vaccination,2,950,1900
2023-02-12,General Lab,Laboratory,1,800,800
2023-02-12,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-02-13,General Check-up,Consultation,2,400,800
2023-02-13,Basic Grooming,Grooming,1,750,750
2023-02-13,5-in-1 Vaccine,Vaccination,2,800,1600
2023-02-13,Tick and Flea Treatment,Preventive Care,2,350,700
2023-02-14,General Check-up,Consultation,1,350,350
2023-02-14,Full Grooming,Grooming,1,750,750
2023-02-14,Anti-Rabies,Vaccination,1,850,850
2023-02-14,Heartworm Prevention,Preventive Care,2,400,800
2023-02-15,General Check-up,Consultation,1,400,400
2023-02-15,Basic Grooming,Grooming,1,700,700
2023-02-15,Anti-Rabies,Vaccination,2,800,1600
2023-02-15,Blood Test,Laboratory,1,900,900
2023-02-15,Tick and Flea Treatment,Preventive Care,1,500,500
2023-02-16,Follow-up Consultation,Consultation,2,350,700
2023-02-16,Basic Grooming,Grooming,1,850,850
2023-02-16,Deworming,Vaccination,2,900,1800
2023-02-16,Blood Test,Laboratory,1,750,750
2023-02-16,Heartworm Prevention,Preventive Care,2,400,800
2023-02-17,General Check-up,Consultation,2,450,900
2023-02-17,Full Grooming,Grooming,1,750,750
2023-02-17,Anti-Rabies,Vaccination,2,950,1900
2023-02-17,General Lab,Laboratory,1,750,750
2023-02-17,Heartworm Prevention,Preventive Care,2,400,800
2023-02-18,General Check-up,Consultation,2,350,700
2023-02-18,Basic Grooming,Grooming,2,800,1600
2023-02-18,5-in-1 Vaccine,Vaccination,3,800,2400
2023-02-18,Blood Test,Laboratory,1,750,750
2023-02-18,Tick and Flea Treatment,Preventive Care,3,400,1200
2023-02-19,Follow-up Consultation,Consultation,3,450,1350
2023-02-19,Basic Grooming,Grooming,1,850,850
2023-02-19,5-in-1 Vaccine,Vaccination,2,900,1800
2023-02-19,Blood Test,Laboratory,1,850,850
2023-02-19,Heartworm Prevention,Preventive Care,3,400,1200
2023-02-20,General Check-up,Consultation,2,450,900
2023-02-20,Full Grooming,Grooming,1,700,700
2023-02-20,Anti-Rabies,Vaccination,2,850,1700
2023-02-20,Heartworm Prevention,Preventive Care,2,500,1000
2023-02-21,General Check-up,Consultation,2,400,800
2023-02-21,Full Grooming,Grooming,1,700,700
2023-02-21,5-in-1 Vaccine,Vaccination,2,900,1800
2023-02-21,Blood Test,Laboratory,1,800,800
2023-02-21,Tick and Flea Treatment,Preventive Care,1,450,450
2023-02-22,Follow-up Consultation,Consultation,2,350,700
2023-02-22,Basic Grooming,Grooming,1,750,750
2023-02-22,Deworming,Vaccination,1,900,900
2023-02-22,Heartworm Prevention,Preventive Care,2,500,1000
2023-02-23,General Check-up,Consultation,2,450,900
2023-02-23,Full Grooming,Grooming,1,750,750
2023-02-23,5-in-1 Vaccine,Vaccination,1,950,950
2023-02-23,General Lab,Laboratory,1,750,750
2023-02-23,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-02-24,Follow-up Consultation,Consultation,2,450,900
2023-02-24,Basic Grooming,Grooming,1,750,750
2023-02-24,Anti-Rabies,Vaccination,1,950,950
2023-02-24,Blood Test,Laboratory,1,850,850
2023-02-24,Tick and Flea Treatment,Preventive Care,2,350,700
2023-02-25,Follow-up Consultation,Consultation,3,500,1500
2023-02-25,Basic Grooming,Grooming,2,700,1400
2023-02-25,Deworming,Vaccination,2,950,1900
2023-02-25,Blood Test,Laboratory,1,850,850
2023-02-25,Tick and Flea Treatment,Preventive Care,3,500,1500
2023-02-26,Follow-up Consultation,Consultation,3,450,1350
2023-02-26,Basic Grooming,Grooming,2,750,1500
2023-02-26,Deworming,Vaccination,2,800,1600
2023-02-26,Blood Test,Laboratory,1,900,900
2023-02-26,Tick and Flea Treatment,Preventive Care,3,500,1500
2023-02-27,Follow-up Consultation,Consultation,2,350,700
2023-02-27,Full Grooming,Grooming,1,850,850
2023-02-27,Anti-Rabies,Vaccination,2,850,1700
2023-02-27,Heartworm Prevention,Preventive Care,1,500,500
2023-02-28,Follow-up Consultation,Consultation,2,450,900
2023-02-28,Basic Grooming,Grooming,1,850,850
2023-02-28,5-in-1 Vaccine,Vaccination,1,950,950
2023-02-28,Blood Test,Laboratory,1,750,750
2023-02-28,Tick and Flea Treatment,Preventive Care,1,500,500
2023-03-01,Follow-up Consultation,Consultation,2,400,800
2023-03-01,Basic Grooming,Grooming,2,850,1700
2023-03-01,Anti-Rabies,Vaccination,2,800,1600
2023-03-01,Tick and Flea Treatment,Preventive Care,3,350,1050
2023-03-02,General Check-up,Consultation,2,350,700
2023-03-02,Full Grooming,Grooming,3,800,2400
2023-03-02,5-in-1 Vaccine,Vaccination,2,800,1600
2023-03-02,Blood Test,Laboratory,1,800,800
2023-03-02,Heartworm Prevention,Preventive Care,2,450,900
2023-03-03,General Check-up,Consultation,1,350,350
2023-03-03,Basic Grooming,Grooming,3,750,2250
2023-03-03,Deworming,Vaccination,2,950,1900
2023-03-03,Blood Test,Laboratory,1,800,800
2023-03-03,Heartworm Prevention,Preventive Care,2,350,700
2023-03-04,Follow-up Consultation,Consultation,2,400,800
2023-03-04,Basic Grooming,Grooming,4,800,3200
2023-03-04,Deworming,Vaccination,2,800,1600
2023-03-04,Heartworm Prevention,Preventive Care,3,350,1050
2023-03-05,Follow-up Consultation,Consultation,2,500,1000
2023-03-05,Basic Grooming,Grooming,3,700,2100
2023-03-05,Deworming,Vaccination,2,900,1800
2023-03-05,General Lab,Laboratory,1,850,850
2023-03-05,Heartworm Prevention,Preventive Care,4,500,2000
2023-03-06,General Check-up,Consultation,2,350,700
2023-03-06,Basic Grooming,Grooming,3,800,2400
2023-03-06,Deworming,Vaccination,2,850,1700
2023-03-06,General Lab,Laboratory,1,900,900
2023-03-06,Heartworm Prevention,Preventive Care,2,400,800
2023-03-07,Follow-up Consultation,Consultation,1,400,400
2023-03-07,Full Grooming,Grooming,2,850,1700
2023-03-07,Anti-Rabies,Vaccination,1,850,850
2023-03-07,Tick and Flea Treatment,Preventive Care,2,400,800
2023-03-08,General Check-up,Consultation,1,400,400
2023-03-08,Basic Grooming,Grooming,2,700,1400
2023-03-08,Deworming,Vaccination,1,900,900
2023-03-08,General Lab,Laboratory,1,850,850
2023-03-08,Heartworm Prevention,Preventive Care,2,350,700
2023-03-09,General Check-up,Consultation,2,400,800
2023-03-09,Basic Grooming,Grooming,3,850,2550
2023-03-09,5-in-1 Vaccine,Vaccination,1,850,850
2023-03-09,Heartworm Prevention,Preventive Care,2,400,800
2023-03-10,Follow-up Consultation,Consultation,2,450,900
2023-03-10,Basic Grooming,Grooming,2,750,1500
2023-03-10,5-in-1 Vaccine,Vaccination,1,900,900
2023-03-10,General Lab,Laboratory,1,800,800
2023-03-10,Tick and Flea Treatment,Preventive Care,2,350,700
2023-03-11,Follow-up Consultation,Consultation,3,400,1200
2023-03-11,Basic Grooming,Grooming,3,850,2550
2023-03-11,Deworming,Vaccination,2,800,1600
2023-03-11,Blood Test,Laboratory,1,800,800
2023-03-11,Heartworm Prevention,Preventive Care,3,400,1200
2023-03-12,Follow-up Consultation,Consultation,3,400,1200
2023-03-12,Full Grooming,Grooming,4,850,3400
2023-03-12,Anti-Rabies,Vaccination,2,800,1600
2023-03-12,Heartworm Prevention,Preventive Care,3,350,1050
2023-03-13,Follow-up Consultation,Consultation,2,350,700
2023-03-13,Basic Grooming,Grooming,3,750,2250
2023-03-13,Deworming,Vaccination,1,900,900
2023-03-13,Blood Test,Laboratory,1,900,900
2023-03-13,Tick and Flea Treatment,Preventive Care,2,450,900
2023-03-14,Follow-up Consultation,Consultation,1,350,350
2023-03-14,Full Grooming,Grooming,2,700,1400
2023-03-14,Deworming,Vaccination,1,850,850
2023-03-14,Tick and Flea Treatment,Preventive Care,2,450,900
2023-03-15,General Check-up,Consultation,2,350,700
2023-03-15,Basic Grooming,Grooming,2,850,1700
2023-03-15,5-in-1 Vaccine,Vaccination,1,850,850
2023-03-15,Blood Test,Laboratory,1,750,750
2023-03-15,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-03-16,General Check-up,Consultation,1,400,400
2023-03-16,Full Grooming,Grooming,2,700,1400
2023-03-16,5-in-1 Vaccine,Vaccination,1,850,850
2023-03-16,General Lab,Laboratory,1,850,850
2023-03-16,Heartworm Prevention,Preventive Care,2,400,800
2023-03-17,Follow-up Consultation,Consultation,2,350,700
2023-03-17,Basic Grooming,Grooming,2,750,1500
2023-03-17,5-in-1 Vaccine,Vaccination,1,800,800
2023-03-17,General Lab,Laboratory,1,850,850
2023-03-17,Heartworm Prevention,Preventive Care,3,350,1050
2023-03-18,General Check-up,Consultation,2,400,800
2023-03-18,Full Grooming,Grooming,4,800,3200
2023-03-18,5-in-1 Vaccine,Vaccination,2,800,1600
2023-03-18,General Lab,Laboratory,1,800,800
2023-03-18,Heartworm Prevention,Preventive Care,3,350,1050
2023-03-19,Follow-up Consultation,Consultation,2,400,800
2023-03-19,Basic Grooming,Grooming,3,800,2400
2023-03-19,5-in-1 Vaccine,Vaccination,3,800,2400
2023-03-19,Blood Test,Laboratory,1,850,850
2023-03-19,Tick and Flea Treatment,Preventive Care,4,350,1400
2023-03-20,Follow-up Consultation,Consultation,2,400,800
2023-03-20,Full Grooming,Grooming,2,700,1400
2023-03-20,Anti-Rabies,Vaccination,1,950,950
2023-03-20,Blood Test,Laboratory,1,800,800
2023-03-20,Tick and Flea Treatment,Preventive Care,2,350,700
2023-03-21,General Check-up,Consultation,2,450,900
2023-03-21,Basic Grooming,Grooming,2,700,1400
2023-03-21,5-in-1 Vaccine,Vaccination,1,850,850
2023-03-21,General Lab,Laboratory,1,750,750
2023-03-21,Heartworm Prevention,Preventive Care,2,500,1000
2023-03-22,General Check-up,Consultation,2,500,1000
2023-03-22,Basic Grooming,Grooming,2,800,1600
2023-03-22,5-in-1 Vaccine,Vaccination,2,950,1900
2023-03-22,Heartworm Prevention,Preventive Care,2,400,800
2023-03-23,Follow-up Consultation,Consultation,2,400,800
2023-03-23,Full Grooming,Grooming,3,750,2250
2023-03-23,5-in-1 Vaccine,Vaccination,1,900,900
2023-03-23,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-03-24,Follow-up Consultation,Consultation,1,350,350
2023-03-24,Full Grooming,Grooming,3,800,2400
2023-03-24,Anti-Rabies,Vaccination,1,850,850
2023-03-24,Tick and Flea Treatment,Preventive Care,2,350,700
2023-03-25,Follow-up Consultation,Consultation,2,400,800
2023-03-25,Basic Grooming,Grooming,4,700,2800
2023-03-25,Anti-Rabies,Vaccination,2,900,1800
2023-03-25,Blood Test,Laboratory,1,750,750
2023-03-25,Tick and Flea Treatment,Preventive Care,3,400,1200
2023-03-26,General Check-up,Consultation,3,350,1050
2023-03-26,Basic Grooming,Grooming,4,850,3400
2023-03-26,Deworming,Vaccination,2,850,1700
2023-03-26,General Lab,Laboratory,1,800,800
2023-03-26,Tick and Flea Treatment,Preventive Care,3,450,1350
2023-03-27,Follow-up Consultation,Consultation,2,350,700
2023-03-27,Full Grooming,Grooming,2,850,1700
2023-03-27,Anti-Rabies,Vaccination,2,950,1900
2023-03-27,Heartworm Prevention,Preventive Care,3,500,1500
2023-03-28,Follow-up Consultation,Consultation,1,400,400
2023-03-28,Basic Grooming,Grooming,3,750,2250
2023-03-28,5-in-1 Vaccine,Vaccination,2,950,1900
2023-03-28,Heartworm Prevention,Preventive Care,2,450,900
2023-03-29,General Check-up,Consultation,2,450,900
2023-03-29,Full Grooming,Grooming,3,700,2100
2023-03-29,Anti-Rabies,Vaccination,2,900,1800
2023-03-29,Heartworm Prevention,Preventive Care,2,450,900
2023-03-30,Follow-up Consultation,Consultation,2,500,1000
2023-03-30,Basic Grooming,Grooming,3,850,2550
2023-03-30,Anti-Rabies,Vaccination,1,950,950
2023-03-30,Blood Test,Laboratory,1,900,900
2023-03-30,Heartworm Prevention,Preventive Care,2,500,1000
2023-03-31,General Check-up,Consultation,2,400,800
2023-03-31,Basic Grooming,Grooming,2,750,1500
2023-03-31,Deworming,Vaccination,2,850,1700
2023-03-31,Blood Test,Laboratory,1,800,800
2023-03-31,Heartworm Prevention,Preventive Care,2,500,1000
2023-04-01,Follow-up Consultation,Consultation,3,450,1350
2023-04-01,Basic Grooming,Grooming,6,700,4200
2023-04-01,Deworming,Vaccination,2,950,1900
2023-04-01,Blood Test,Laboratory,1,850,850
2023-04-01,Heartworm Prevention,Preventive Care,4,400,1600
2023-04-02,General Check-up,Consultation,2,350,700
2023-04-02,Full Grooming,Grooming,5,850,4250
2023-04-02,Anti-Rabies,Vaccination,2,800,1600
2023-04-02,Heartworm Prevention,Preventive Care,4,500,2000
2023-04-03,Follow-up Consultation,Consultation,1,450,450
2023-04-03,Full Grooming,Grooming,3,750,2250
2023-04-03,Anti-Rabies,Vaccination,1,900,900
2023-04-03,Heartworm Prevention,Preventive Care,3,350,1050
2023-04-04,Follow-up Consultation,Consultation,2,400,800
2023-04-04,Full Grooming,Grooming,4,850,3400
2023-04-04,Anti-Rabies,Vaccination,2,950,1900
2023-04-04,General Lab,Laboratory,1,850,850
2023-04-04,Tick and Flea Treatment,Preventive Care,3,500,1500
2023-04-05,Follow-up Consultation,Consultation,1,450,450
2023-04-05,Full Grooming,Grooming,3,700,2100
2023-04-05,Deworming,Vaccination,1,950,950
2023-04-05,Heartworm Prevention,Preventive Care,3,500,1500
2023-04-06,Follow-up Consultation,Consultation,2,450,900
2023-04-06,Full Grooming,Grooming,4,800,3200
2023-04-06,5-in-1 Vaccine,Vaccination,2,850,1700
2023-04-06,Blood Test,Laboratory,1,800,800
2023-04-06,Heartworm Prevention,Preventive Care,2,350,700
2023-04-07,Follow-up Consultation,Consultation,2,450,900
2023-04-07,Basic Grooming,Grooming,4,700,2800
2023-04-07,5-in-1 Vaccine,Vaccination,1,800,800
2023-04-07,Blood Test,Laboratory,1,800,800
2023-04-07,Heartworm Prevention,Preventive Care,2,350,700
2023-04-08,General Check-up,Consultation,2,350,700
2023-04-08,Full Grooming,Grooming,5,800,4000
2023-04-08,Anti-Rabies,Vaccination,1,900,900
2023-04-08,General Lab,Laboratory,1,800,800
2023-04-08,Tick and Flea Treatment,Preventive Care,4,350,1400
2023-04-09,General Check-up,Consultation,2,350,700
2023-04-09,Basic Grooming,Grooming,6,850,5100
2023-04-09,Deworming,Vaccination,2,850,1700
2023-04-09,Blood Test,Laboratory,1,900,900
2023-04-09,Tick and Flea Treatment,Preventive Care,4,350,1400
2023-04-10,Follow-up Consultation,Consultation,2,450,900
2023-04-10,Basic Grooming,Grooming,4,800,3200
2023-04-10,5-in-1 Vaccine,Vaccination,1,900,900
2023-04-10,Blood Test,Laboratory,1,850,850
2023-04-10,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-04-11,Follow-up Consultation,Consultation,1,400,400
2023-04-11,Full Grooming,Grooming,3,750,2250
2023-04-11,5-in-1 Vaccine,Vaccination,1,850,850
2023-04-11,General Lab,Laboratory,1,750,750
2023-04-11,Tick and Flea Treatment,Preventive Care,2,400,800
2023-04-12,General Check-up,Consultation,2,350,700
2023-04-12,Basic Grooming,Grooming,4,750,3000
2023-04-12,5-in-1 Vaccine,Vaccination,1,800,800
2023-04-12,Tick and Flea Treatment,Preventive Care,2,350,700
2023-04-13,Follow-up Consultation,Consultation,2,450,900
2023-04-13,Basic Grooming,Grooming,4,750,3000
2023-04-13,Anti-Rabies,Vaccination,1,900,900
2023-04-13,Blood Test,Laboratory,1,850,850
2023-04-13,Tick and Flea Treatment,Preventive Care,2,400,800
2023-04-14,Follow-up Consultation,Consultation,1,450,450
2023-04-14,Full Grooming,Grooming,4,700,2800
2023-04-14,5-in-1 Vaccine,Vaccination,1,850,850
2023-04-14,Tick and Flea Treatment,Preventive Care,3,350,1050
2023-04-15,Follow-up Consultation,Consultation,3,450,1350
2023-04-15,Basic Grooming,Grooming,5,800,4000
2023-04-15,Anti-Rabies,Vaccination,2,900,1800
2023-04-15,Blood Test,Laboratory,1,750,750
2023-04-15,Tick and Flea Treatment,Preventive Care,4,500,2000
2023-04-16,General Check-up,Consultation,2,500,1000
2023-04-16,Full Grooming,Grooming,5,850,4250
2023-04-16,5-in-1 Vaccine,Vaccination,1,950,950
2023-04-16,General Lab,Laboratory,1,900,900
2023-04-16,Heartworm Prevention,Preventive Care,4,500,2000
2023-04-17,General Check-up,Consultation,1,400,400
2023-04-17,Basic Grooming,Grooming,3,750,2250
2023-04-17,Deworming,Vaccination,1,950,950
2023-04-17,General Lab,Laboratory,1,900,900
2023-04-17,Tick and Flea Treatment,Preventive Care,2,400,800
2023-04-18,General Check-up,Consultation,2,450,900
2023-04-18,Full Grooming,Grooming,3,700,2100
2023-04-18,Deworming,Vaccination,1,800,800
2023-04-18,Tick and Flea Treatment,Preventive Care,3,400,1200
2023-04-19,Follow-up Consultation,Consultation,2,400,800
2023-04-19,Basic Grooming,Grooming,4,800,3200
2023-04-19,5-in-1 Vaccine,Vaccination,2,900,1800
2023-04-19,Blood Test,Laboratory,1,800,800
2023-04-19,Tick and Flea Treatment,Preventive Care,2,500,1000
2023-04-20,General Check-up,Consultation,2,500,1000
